country1,country2,val_exp_ijp
NIC,ABW,2800
NIC,BOL,1
NIC,CHN,242195
NIC,CRI,192305
NIC,ECU,61080
NIC,GTM,13085
NIC,HKG,26582
NIC,HND,38417
NIC,IND,41525
NIC,KOR,588264
NIC,MEX,277438
NIC,NLD,6400
NIC,OAS,255943
NIC,PAN,619
NIC,SLV,37266
NIC,USA,1840056
NLD,ABW,541
NLD,ALB,102310
NLD,AUT,307610
NLD,BEL,86380352
NLD,BRA,3302941
NLD,CAN,37
NLD,CHE,463469
NLD,CHN,86469504
NLD,CZE,8410233
NLD,DEU,186628480
NLD,DNK,70839
NLD,ESP,6952126
NLD,FIN,1133
NLD,FRA,19035874
NLD,GBR,4953462
NLD,GRC,462932
NLD,HKG,2141479
NLD,HUN,736000
NLD,IND,65178760
NLD,ITA,33677700
NLD,KOR,3785679
NLD,LUX,74062336
NLD,LVA,258146
NLD,MAR,371534
NLD,MEX,60752
NLD,MYS,297786
NLD,NOR,1297538
NLD,OAS,4366495
NLD,PAK,7657661
NLD,POL,14451769
NLD,ROM,1572913
NLD,SVK,38351
NLD,SVN,965704
NLD,SWE,2231163
NLD,THA,1598934
NLD,TUN,53940
NLD,TUR,890847
NLD,USA,862604
NOR,AUT,2333
NOR,BEL,37621
NOR,CHN,2701622
NOR,DEU,4221119
NOR,DNK,269434
NOR,FIN,2783
NOR,FRA,8931774
NOR,GBR,89616
NOR,GRC,68630
NOR,HKG,6854689
NOR,IND,4616993
NOR,ITA,84422
NOR,KOR,2490218
NOR,MEX,241
NOR,NLD,13168
NOR,PAK,799814
NOR,ROM,15501
NOR,SWE,15149313
NOR,THA,360812
NOR,USA,24704
NZL,AUS,3561723
NZL,BEL,182332
NZL,BHR,9977
NZL,CAN,39025
NZL,CHN,4204748
NZL,DEU,109156
NZL,FJI,9774
NZL,GBR,151523
NZL,GRC,49537
NZL,HKG,23566
NZL,IND,11963370
NZL,JPN,1435224
NZL,KOR,18756856
NZL,MYS,2969027
NZL,NLD,290294
NZL,OAS,1456500
NZL,PAK,118099
NZL,PYF,100969
NZL,SGP,39442
NZL,THA,570708
NZL,USA,182793
NZL,VNM,19906
OAS,BEL,157101
OAS,CAN,74379
OAS,CHN,6507932
OAS,HKG,896066
OAS,IND,2814487
OAS,JPN,3598520
OAS,KOR,33996668
OAS,MYS,1455830
OAS,NLD,38718
OAS,PAK,593
OAS,PHL,9154
OAS,SGP,163621
OAS,THA,5924803
OAS,VNM,1656088
OMN,IND,2966162
OMN,PAK,214098
OMN,RUS,12010
PAK,DEU,13605
PAK,IND,1131383
PAK,PHL,171668
PAK,QAT,962
PAK,SAU,17563
PAK,TUR,10009
PAN,ABW,132
PAN,BEL,103510
PAN,BRA,126310
PAN,CHN,609964
PAN,CRI,448
PAN,ECU,431670
PAN,ESP,13602
PAN,HKG,55538
PAN,HRV,240
PAN,IND,282568
PAN,JPN,42253
PAN,KOR,4460293
PAN,MEX,1536414
PAN,MYS,467084
PAN,NLD,129850.0078
PAN,OAS,954239
PAN,THA,434281
PAN,USA,5679129
PAN,VNM,10017
PER,BOL,34
PER,CAN,62423
PER,CHN,4085822
PER,ECU,1872631
PER,ESP,62494
PER,GBR,481379
PER,HKG,100362
PER,IND,937364
PER,KOR,1793298
PER,MEX,22055
PER,MYS,37049
PER,NLD,238050
PER,OAS,1144938
PER,THA,266508
PER,USA,98015
PHL,CHN,1507168
PHL,GBR,33474
PHL,HKG,28532
PHL,IND,368978
PHL,JPN,1183889
PHL,KOR,28335506
PHL,MYS,27271826
PHL,OAS,1073920
PHL,SGP,306059
PHL,THA,793590
PHL,VNM,4400
PLW,CHN,1250
PLW,HKG,2500
PLW,KOR,4013
PLW,OAS,155274
PLW,SGP,1405
POL,AUT,1376069
POL,BEL,957216
POL,BRA,4352629
POL,CHE,284
POL,CHN,324067
POL,CZE,2959195
POL,DEU,71168208
POL,DNK,8221
POL,ESP,921770
POL,FRA,22379924
POL,GBR,28631514
POL,HKG,99760
POL,HUN,4014000
POL,IND,5881964
POL,ITA,11370117
POL,JPN,141022
POL,KOR,61314
POL,LTU,611558
POL,LUX,41196
POL,LVA,265858
POL,NLD,2580504
POL,NOR,145020
POL,OAS,231054
POL,PAK,16992
POL,RUS,992
POL,SVK,60157
POL,SVN,2682309
POL,SWE,43117
POL,THA,70259
POL,TUR,46731
POL,USA,22784516
PRT,AUT,701604
PRT,CHN,5061460
PRT,DEU,1024774.063
PRT,ESP,50362084
PRT,FRA,376219
PRT,GBR,46721
PRT,GRC,234660
PRT,HKG,6024
PRT,IND,7515856
PRT,ITA,40113
PRT,KOR,32703.99805
PRT,MAR,30816
PRT,NLD,10711
PRT,PAK,71594
PRT,THA,85203
PRT,USA,32418.99805
PRY,BRA,4262724
PRY,CHN,945699
PRY,IND,521951
PRY,JPN,52706
PRY,KOR,478465
PRY,MEX,948841
PRY,NLD,56306
PRY,OAS,43631
PRY,URY,166959
PRY,USA,538364
PSE,ISR,1567672
PYF,FRA,10762
PYF,NCL,10895
PYF,NZL,423277
PYF,THA,14049
QAT,BHR,3532390
QAT,IND,11617472
QAT,JPN,30546
QAT,MEX,184
QAT,PAK,585157
QAT,TUR,6505387
ROM,AUT,1443475
ROM,BEL,33298
ROM,BGR,35919
ROM,CHN,6382869
ROM,DEU,153174
ROM,DNK,1019.000061
ROM,ESP,491011
ROM,FRA,7004072
ROM,GBR,236693
ROM,GRC,189470
ROM,HUN,2759000
ROM,IND,988114
ROM,ISR,108000
ROM,ITA,1392765
ROM,KOR,1134921
ROM,MYS,35625
ROM,NLD,424296
ROM,PAK,16329
ROM,PHL,47678
ROM,POL,5889
ROM,SVK,16282
ROM,SVN,4101
ROM,SWE,738
ROM,TUR,337817
ROM,USA,2998885
RUS,BLR,3438900
RUS,CAN,51440
RUS,CZE,212445
RUS,DEU,6556
RUS,GBR,9205596
RUS,GRC,86565
RUS,IND,631627
RUS,KAZ,7240
RUS,LVA,17051
RUS,NLD,5766
RUS,NOR,313574
RUS,SWE,12450212
RUS,THA,1015378
RUS,TUR,7263
RWA,UGA,2640
SAU,BEL,1903067
SAU,BHR,13657
SAU,BRA,14564223
SAU,CHN,137723
SAU,DEU,1919004
SAU,GBR,851151
SAU,GRC,15758468
SAU,IND,163524992
SAU,ITA,2686803
SAU,JPN,74653
SAU,KOR,47029744
SAU,LUX,7403753
SAU,MYS,95033
SAU,NLD,328759
SAU,OAS,1439784
SAU,PAK,2567586
SAU,THA,497414
SAU,USA,42280784
SEN,BEL,13710
SEN,CHN,87645
SEN,FRA,53326
SEN,GHA,21429
SEN,IND,7235775
SEN,KOR,602955
SEN,MYS,23229
SEN,OAS,116439
SEN,SGP,74370
SER,ALB,624954
SER,BGR,508299
SER,BIH,1013869
SER,CHE,279
SER,DEU,8350248
SER,GBR,830968
SER,GRC,1074663
SER,HUN,157000
SER,IND,323615
SER,ITA,1913939
SER,MKD,1606647
SER,MNT,16527
SER,ROM,301237
SER,SVN,8852059
SER,TUR,2513075
SGP,BEL,75962
SGP,CHN,453901
SGP,CZE,27984
SGP,DEU,10494
SGP,GBR,88985
SGP,HKG,143583
SGP,HUN,443000
SGP,IND,25441160
SGP,JPN,8867830
SGP,KOR,12812679
SGP,LUX,207674
SGP,MYS,26016428
SGP,NLD,366161
SGP,NOR,96347
SGP,OAS,1256041
SGP,PAK,373625
SGP,PHL,163184
SGP,SVN,80276
SGP,THA,6715737
SGP,USA,125562
SLV,BRA,135100
SLV,CAN,63634
SLV,CHN,851078
SLV,CRI,29936
SLV,ESP,75747
SLV,GTM,10880
SLV,HKG,7400
SLV,HND,293863
SLV,IND,153536
SLV,KOR,2447871
SLV,MYS,45963
SLV,NLD,362899
SLV,OAS,1354717
SLV,USA,8619334
SVK,AUT,1131692
SVK,CHE,15526
SVK,CHN,27559
SVK,CZE,26476774
SVK,DEU,3398761
SVK,ESP,644176
SVK,GBR,297433
SVK,HUN,5131000
SVK,IND,96413
SVK,ITA,11839840
SVK,KOR,12340
SVK,LVA,417479
SVK,POL,5958259
SVK,ROM,120274
SVK,SVN,2464527
SVN,AUT,1582861
SVN,BEL,293268
SVN,BIH,484797
SVN,CHN,100389
SVN,CZE,3282167
SVN,DEU,6129758
SVN,ESP,1297979
SVN,FRA,175254
SVN,GBR,602270
SVN,HKG,81448
SVN,HRV,106294
SVN,HUN,3710000
SVN,IND,3712938
SVN,ITA,15991095
SVN,KOR,287927
SVN,LTU,17525
SVN,NLD,42678
SVN,OAS,212481
SVN,PAK,50361
SVN,POL,6161030
SVN,SER,3533187
SVN,SVK,2982020
SVN,TUR,147471
SWE,BEL,2225687
SWE,BRA,47874
SWE,CHN,3070358
SWE,DEU,26435124
SWE,DNK,2047636
SWE,FIN,9180657
SWE,FRA,33785736
SWE,GBR,249913
SWE,HKG,647392
SWE,IND,7318431
SWE,ITA,6638081
SWE,KOR,9709234
SWE,LTU,12841
SWE,LUX,2271053
SWE,LVA,300290
SWE,NLD,7953675
SWE,NOR,8741538
SWE,OAS,2322397
SWE,PAK,683170
SWE,POL,1801000
SWE,PRT,63276
SWE,ROM,187211
SWE,RUS,372
SWE,THA,2175548
SWE,TUR,218454
SWE,USA,8807
SWE,VNM,1430083
TGO,IND,2905894
THA,AUS,514
THA,BEL,128595
THA,BRA,331518
THA,CHN,2619603
THA,DEU,222
THA,EST,143760
THA,FRA,4414
THA,GRC,6343017
THA,HKG,1651972
THA,IND,5921821
THA,ITA,78070
THA,JPN,1925535
THA,KHM,2250
THA,KOR,41738988
THA,MDV,1827
THA,MYS,3878599
THA,NLD,1030095.938
THA,OAS,924825
THA,PAK,2219
THA,PHL,251222
THA,SGP,744234
THA,USA,1260708
THA,VNM,210237
TUN,BEL,16228.00098
TUN,BRA,2368549
TUN,CHN,250069
TUN,DEU,802383
TUN,ESP,13447
TUN,ETH,237049
TUN,FRA,71347
TUN,GRC,162655
TUN,HKG,120218
TUN,IND,2973214
TUN,ITA,1487023
TUN,JOR,685107
TUN,KOR,2870508
TUN,MEX,40618
TUN,NLD,202732
TUN,OAS,798661
TUN,PAK,7732
TUN,SGP,34720
TUN,THA,96877
TUN,USA,1713119
TUR,BEL,63176
TUR,BHR,135090
TUR,CHN,340351
TUR,DEU,1247340
TUR,FRA,2836013
TUR,GRC,5469319
TUR,IND,3641335
TUR,KOR,1239469
TUR,LVA,42724
TUR,MYS,166436
TUR,NOR,12687
TUR,OAS,74598
TUR,SVN,141735
TUR,USA,3632763
TZA,BDI,4008.999756
TZA,CHN,301943
TZA,IND,2913453
TZA,KOR,210742
TZA,MYS,169461
TZA,OAS,412433
TZA,THA,182023
URY,BRA,1082407
URY,CHN,343000
URY,ESP,13907
URY,HKG,29409
URY,IND,266086
URY,ITA,29774
URY,KOR,389844
URY,MEX,37963
URY,MYS,70229
URY,OAS,32418.99805
URY,PAK,88137
URY,PRY,742
USA,ABW,37330
USA,AUS,59792
USA,AUT,40117
USA,BEL,112287
USA,BHR,306
USA,BHS,19343
USA,BMU,17
USA,BRA,5369338
USA,CAN,181562816
USA,CHE,735980
USA,CHL,6657
USA,CHN,1199682944
USA,CMR,100876
USA,COL,6058
USA,CRI,33318
USA,CZE,857
USA,DEU,1328151
USA,DOM,50
USA,ECU,331351
USA,ESP,310700
USA,FIN,11783
USA,FRA,15404110
USA,GBR,2875038
USA,GHA,9859
USA,GRC,35565
USA,GTM,4349
USA,HKG,20598568
USA,HND,2990
USA,HRV,30
USA,HUN,2000
USA,IND,103439720
USA,ISR,53924
USA,ITA,362899
USA,JPN,39346808
USA,KAZ,68278
USA,KOR,328797472
USA,MDV,12077
USA,MEX,166458064
USA,MOZ,48800
USA,MYS,1963137
USA,NGA,3189
USA,NLD,13268
USA,NOR,3461922
USA,NZL,9180
USA,OAS,56797528
USA,PAK,2973926
USA,PAN,226172
USA,PHL,223028
USA,POL,5
USA,PRT,20812
USA,PRY,4433
USA,RUS,50
USA,SGP,287619
USA,SLV,70131
USA,SWE,54635
USA,THA,10416874
USA,TUR,93209
USA,VNM,11030625
USA,ZAF,29895
VEN,CHN,36990
VEN,COL,375888
VEN,IND,3893296
VEN,JPN,85759
VEN,KOR,817210
VEN,OAS,808217
VEN,USA,1558665
VNM,CHN,8556
VNM,HKG,152674
VNM,IND,1139844
VNM,JPN,902712
VNM,KOR,60191788
VNM,OAS,246386
VNM,SGP,182060
VNM,SWE,94651
VNM,THA,1328512
VNM,USA,130395
YEM,CHN,115941
YEM,GBR,111655
YEM,GRC,2866739
YEM,IND,443102
YEM,JPN,45599
YEM,KOR,1281836
YEM,LUX,524502
YEM,OAS,253714
YEM,THA,47037
ZAF,BEL,1090699
ZAF,BHR,45415
ZAF,CHN,1690495
ZAF,DEU,62971
ZAF,ESP,40758
ZAF,GBR,478242
ZAF,HKG,10016
ZAF,IND,45523076
ZAF,JPN,1504337
ZAF,KOR,9693805
ZAF,MOZ,760
ZAF,MYS,299852
ZAF,NAM,176
ZAF,NGA,360685
ZAF,NLD,1067962
ZAF,NOR,79963
ZAF,OAS,5591333
ZAF,OMN,11602
ZAF,PAK,8438
ZAF,PHL,89106
ZAF,SWE,1513086
ZAF,THA,552367
ZAF,USA,373748
ZAF,ZMB,4
ZMB,ZAF,260933.9844
ZWE,IND,179564
